Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
55259,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,orostoma,"(Rivero, 1978)",,,,,Colostethus orostoma|Nephelobates orostoma,Tachira Rocket Frog,,Sapito de Niebla Tachirense,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2010,unknown,N
55146,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,saltuensis,"(Rivero, 1980)",,,,,Colostethus saltuensis,Salty Rocket Frog,,Sapito Ninera Silvatico,EN,B1ab(iii),3.1,2010,stable,N
55260,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,serranus,"(Péfaur, 1985)",,,,,Colostethus serranus|Nephelobates serranus,Pefaur's Rocket Frog,,Sapito de Niebla Serrano,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2004,decreasing,N
22721367,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,aurantiirostris,"Lafresnaye, 1847",,,,,"",Orange-billed Sparrow,,,LC,,3.1,2012,decreasing,N
22721519,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,brunneinucha,"(Lafresnaye, 1839)",,,,,Atlapetes brunneinucha brunneinucha|Atlapetes brunneinucha brunneinucha|Buarremon brunneinucha ,"Chestnut-capped Brush-finch, Chestnut-capped Brush Finch, Chestnut-capped Brush-Finch",,,LC,,3.1,2012,decreasing,N
22721387,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,flavirostris,"Swainson, 1838",,,,,"",Saffron-billed Sparrow,,,LC,,3.1,2012,stable,N
22728418,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,franciscanus,"Raposo, 1997",,,,,"","Sao Francisco Sparrow, São Francisco Sparrow",,,NT,,3.1,2013,decreasing,N
22721372,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,schlegeli,"Bonaparte, 1851",,,,,"",Golden-winged Sparrow,,,LC,,3.1,2012,stable,N
22729332,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,semitorquatus,"Swainson, 1837",,,,,"",Half-collared Sparrow,,,LC,,3.1,2012,decreasing,N
22721377,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,taciturnus,"(Hermann, 1783)",,,,,"",Pectoral Sparrow,,,LC,,3.1,2012,stable,N
22734168,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,torquatus,"(Lafresnaye & D'Orbigny, 1837)",,,,,Buarremon torquatus ,"Stripe-headed Brush-finch, Stripe-headed Brush Finch, Stripe-headed Brush-Finch",,,LC,,3.1,2012,decreasing,N
22721533,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremon,virenticeps,"(Bonaparte, 1855)",,,,,Atlapetes virenticeps virenticeps|Atlapetes virenticeps virenticeps|Buarremon virenticeps ,"Green-striped Brush-finch, Green-striped Brush Finch, Green-striped Brush-Finch",,,LC,,3.1,2012,stable,N
22721398,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremonops,chloronotus,"(Salvin, 1861)",,,,,"",Green-backed Sparrow,,,LC,,3.1,2012,decreasing,N
22721401,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremonops,conirostris,"(Bonaparte, 1850)",,,,,"",Black-striped Sparrow,,,LC,,3.1,2012,stable,N
22721392,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremonops,rufivirgatus,"(Lawrence, 1851)",,,,,"",Olive Sparrow,,,LC,,3.1,2012,increasing,N
22721395,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Arremonops,tocuyensis,"Todd, 1912",,,,,"",Tocuyo Sparrow,,,LC,,3.1,2012,stable,N
22707351,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Arses,kaupi,"Gould, 1851",,,,,"",Pied Monarch,,,LC,,3.1,2012,stable,N
22707342,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Arses,telescophthalmus,"(Garnot, 1827)",,,,,Arses telescopthalmus telescopthalmus,Frilled Monarch,,,LC,,3.1,2012,stable,N
22706327,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Artamus,cinereus,"Vieillot, 1817",,,,,"",Black-faced Woodswallow,,,LC,,3.1,2012,increasing,N
22706330,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Artamus,cyanopterus,"(Latham, 1801)",,,,,"",Dusky Woodswallow,,,LC,,3.1,2012,decreasing,N
22706302,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Artamus,fuscus,"Vieillot, 1817",,,,,"",Ashy Woodswallow,,,LC,,3.1,2012,stable,N
22706305,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Artamus,leucorynchus,"(Linnaeus, 1771)",,,,,"",White-breasted Woodswallow,,,LC,,3.1,2012,stable,N
22706333,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Artamus,minor,"Vieillot, 1817",,,,,"",Little Woodswallow,,,LC,,3.1,2012,stable,N
22706321,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Artamus,personatus,"Gould, 1841",,,,,"",Masked Woodswallow,,,LC,,3.1,2012,stable,N
22706324,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,Artamus,superciliosus,"(Gould, 1837)",,,,,"",White-browed Woodswallow,,,LC,,3.1,2012,stable,N
58057,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,bicolor,"Hewitt, 1926",,,,,"",Bainskloof Moss Frog,,,LC,,3.1,2013,unknown,N
58058,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,drewesii,"Channing, Hendricks & Dawood, 1994",,,,,"",Drewes' Moss Frog,,,NT,,3.1,2010,unknown,N
58060,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,landdrosia,"Dawood & Channing, 2000",,,,,"",Landdros Moss Frog,,,NT,,3.1,2010,stable,N
58061,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,lightfooti,"(Boulenger, 1910)",,,,,"",Lightfoot's Moss Frog,,,NT,,3.1,2010,unknown,N
174664,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,rugosa,"Turner & Channing, 2008",,,,,"",Rough Moss Frog,,,CR,"B1ab(i,ii,iii,v)c(iv)+2ab(i,ii,iii,v)c(iv)",3.1,2010,decreasing,N
61860,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,subvoce,"Turner, de Villiers, Dawood & Channing, 2004",,,,,"",Northern Moss Frog,,,EN,B1ac(iv)+2ac(iv),3.1,2011,unknown,N
58063,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,villiersi,"Hewitt, 1935",,,,,"",De Villier's Moss Frog,,,LC,,3.1,2013,unknown,N
174591,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,krokosua,"Ernst, Agyei & Rödel, 2008",,,,,"",Krokosua Squeaking Frog,,,NT,,3.1,2015,decreasing,N
54380,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,poecilonotus,"Peters, 1863",,,,,"",,,,LC,,3.1,2013,stable,N
45550871,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,stenodactylus,"Pfeffer, 1893",,,,,Arthroleptis  lonnbergi ,"Dune Squeaker, Narrow-footed Humus Frog , Common Squeaker, Savanna Squeaking Frog, Shovel-footed Squeaker",,,LC,,3.1,2016,stable,N
54391,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,variabilis,"Matschie, 1893",,,,,"","Buea Screeching Frog, Variable Squeaker Frog",,,LC,,3.1,2004,decreasing,N
54393,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,wahlbergii,"Smith, 1849",,,,,"",Bush Squeaker,,,LC,,3.1,2013,stable,N
54396,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,zimmeri,"(Ahl, 1925)",,,,,"",,,,DD,,3.1,2014,unknown,N
2121,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,amplus,"Handley, 1987",,,,,"",Large Fruit-eating Bat,,,LC,,3.1,2008,unknown,N
2125,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,concolor,"Peters, 1865",,,,,"",Brown Fruit-eating Bat,,,LC,,3.1,2016,stable,N
2126,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,fimbriatus,"Gray, 1838",,,,,"",Fringed Fruit-eating Bat,,,LC,,3.1,2015,stable,N
2131,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,hirsutus,"K. Andersen, 1906",,,,,"",Hairy Fruit-eating Bat,,,LC,,3.1,2015,stable,N
2135,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,jamaicensis,"Leach, 1821",,,,,"",Jamaican Fruit-eating Bat,,,LC,,3.1,2008,stable,N
2136,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,lituratus,"(Olfers, 1818)",,,,,Artibeus intermedius  ,Great Fruit-eating Bat,,,LC,,3.1,2015,stable,N
2137,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,obscurus,"Schinz, 1821",,,,,"",Dark Fruit-eating Bat,,,LC,,3.1,2016,unknown,N
2139,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Artibeus,planirostris,"(Spix, 1823)",,,,,"",Flat-faced Fruit-eating Bat,,,LC,,3.1,2015,stable,N
22700291,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Arundinicola,leucocephala,"Linnaeus, 1764",,,,,Fluvicola leucocephala |Fluvicola leucocephala leucocephala,"White-headed Marsh-tyrant, White-headed Marsh Tyrant, White-headed Marsh-Tyrant",,,LC,,3.1,2012,stable,N
2147,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Arvicanthis,niloticus,"(É. Geoffroy, 1803)",,,,,"","African Grass Rat, African Arvicanthis",,,LC,,3.1,2008,unknown,N
44992,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Arvicanthis,rufinus,"(Temminck, 1853)",,,,,"","Guinean Arvicanthis, Guinean Grass Rat",,,LC,,3.1,2008,unknown,N
2149,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Arvicola,amphibius,"(Linnaeus, 1758)",,,,,Arvicola terrestris,"European Water Vole, Water Vole, Eurasian Water Vole",Campagnol terrestre,Rata Topera,LC,,3.1,2008,stable,N
2150,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Arvicola,sapidus,"Miller, 1908",,,,,"","Southern Water Vole, Southwestern Water Vole",Campagnol Amphibie,Rata De Agua,VU,A2ace+4ace,3.1,2008,decreasing,N
136766,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Arvicola,scherman,"(Shaw, 1801)",,,,,"",Montane Water Vole,,,LC,,3.1,2008,stable,N
54413,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ASCAPHIDAE,Ascaphus,montanus,"Mittleman & Myers, 1949",,,,,"","Rocky Mountain Tailed Frog, Inland Tailed Frog",,,LC,,3.1,2015,unknown,N
54414,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ASCAPHIDAE,Ascaphus,truei,"Stejneger, 1899",,,,,"","Coastal Tailed Frog, Bell's Toad, American Ribbed Toad, American Discoglossoid Toad, American Bell Toad, Pacific Tailed Frog, Tailed Frog",,,LC,,3.1,2015,unknown,N
2154,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Asellia,tridens,"(É. Geoffroy, 1813)",,,,,"","Geoffroy's Trident Leaf-nosed Bat, Trident Bat, Trident Leaf-nosed Bat",,,LC,,3.1,2008,stable,N
2155,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Aselliscus,stoliczkanus,"(Dobson, 1871)",,,,,"","Stoliczka's Asian Trident Bat, Stoliczka's Trident Bat",,,LC,,3.1,2008,unknown,N
22704487,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Ashbyia,lovensis,"(Ashby, 1911)",,,,,"",Gibberbird,,,LC,,3.1,2012,increasing,N
22689535,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Asio,capensis,"(Smith, 1834)",,,,,"",Marsh Owl,Hibou des marais africain,,LC,,3.1,2015,stable,N
22689522,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Asio,clamator,"(Vieillot, 1807)",,,,,Asio clamator|Pseudoscops clamator|Rhinoptynx clamator,Striped Owl,,,LC,,3.1,2012,stable,N
22689531,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Asio,flammeus,"(Pontoppidan, 1763)",,,,,"",Short-eared Owl,Hibou des marais,,LC,,3.1,2015,decreasing,N
22689507,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Asio,otus,"(Linnaeus, 1758)",,,,,"",Northern Long-eared Owl,,,LC,,3.1,2015,decreasing,N
22689504,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Asio,stygius,"(Wagler, 1832)",,,,,"",Stygian Owl,,,LC,,3.1,2015,decreasing,N
22682983,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,MOMOTIDAE,Aspatha,gularis,"(Lafresnaye, 1840)",,,,,"",Blue-throated Motmot,,,LC,,3.1,2012,stable,N
41130,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Assa,darlingtoni,"(Loveridge, 1933)",,,,,"","Hip-pocket Frog, Marsupial Frog, Pouched Frog",,,LC,,3.1,2004,stable,N
22702566,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,anthoides,"(King, 1831)",,,,,"",Austral Canastero,,,LC,,3.1,2012,stable,N
22702491,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,baeri,"(Berlepsch, 1906)",,,,,"",Short-billed Canastero,,,LC,,3.1,2012,decreasing,N
22702209,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,coryi,"(Berlepsch, 1888)",,,,,Schizoeaca coryi |Schizoeaca coryi |Schizoeaca coryi ,Ochre-browed Thistletail,,,LC,,3.1,2012,stable,N
22730323,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,dorbignyi,"(Reichenbach, 1853)",,,,,"","Creamy-breasted Canastero, Rusty-vented Canastero",,,LC,,3.1,2012,decreasing,N
22702217,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,fuliginosa,"(Lafresnaye, 1843)",,,,,Schizoeaca fuliginosa |Schizoeaca fuliginosa |Schizoeaca fuliginosa ,White-chinned Thistletail,,,LC,,3.1,2012,decreasing,N
22702582,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,hudsoni,"(Sclater, 1874)",,,,,"",Hudson's Canastero,,,NT,,3.1,2012,decreasing,N
22702514,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,luizae,"Vieillard, 1990",,,,,"","Cipo Canastero, Cipó Canastero",,,NT,,3.1,2012,stable,N
22702511,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,modesta,"(Eyton, 1851)",,,,,"",Cordilleran Canastero,,,LC,,3.1,2012,decreasing,N
22702266,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,moreirae,"(Ribeiro, 1906)",,,,,Oreophylax moreirae |Schizoeaca moreirae moreirae,"Itatiaia Thistletail, Itatiaia Spinetail",,,LC,,3.1,2012,decreasing,N
22702200,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,perijana,"(Phelps, 1977)",,,,,Schizoeaca perijana |Schizoeaca perijana |Schizoeaca perijana ,"Perija Thistletail, Perijá Thistletail",,,EN,"B1ab(i,ii,iii); D",3.1,2012,decreasing,N
22702494,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,pudibunda,"(Sclater, 1874)",,,,,"",Canyon Canastero,,,LC,,3.1,2012,decreasing,N
22702487,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,pyrrholeuca,"(Vieillot, 1817)",,,,,"","Lesser Canastero, Sharp-billed Canastero",,,LC,,3.1,2012,decreasing,N
22702558,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,wyatti,"(Sclater & Salvin, 1871)",,,,,"",Streak-backed Canastero,,,LC,,3.1,2012,stable,N
16577694,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ARTHROLEPTIDAE,Astylosternus,laticephalus,"Rödel, Hillers, Leaché, Kouamé, Ofori-Boateng, Diaz & Sandberger, 2012",,,,,"",,,,NT,,3.1,2014,unknown,N
22699574,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Atalotriccus,pilaris,"(Cabanis, 1847)",,,,,Lophotriccus pilaris pilaris|Lophotriccus pilaris pilaris,"Pale-eyed Pygmy-tyrant, Pale-eyed Pygmy-Tyrant",,,LC,,3.1,2012,stable,N
40602,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Atelerix,albiventris,"(Wagner, 1841)",,,,,"",Four-toed Hedgehog,,,LC,,3.1,2008,stable,N
27926,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Atelerix,algirus,"(Lereboullet, 1842)",,,,,"","North African Hedgehog, Algerian Hedgehog",Hérisson D'Algérie,Erizo Moruno,LC,,3.1,2008,unknown,N
2274,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Atelerix,frontalis,"A. Smith, 1831",,,,,"","Southern African Hedgehog, South African Hedgehog",,,LC,,3.1,2008,stable,N
2276,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Ateles,belzebuth,"É. Geoffroy, 1806",,,,,Ateles belzebuth subspecies belzebuth,"White-bellied Spider Monkey, White-fronted Spider Monkey, Long-haired Spider Monkey",Atèle Belzébuth,"Maquisapa, Macaco Aranha, Marimona, Marimonda, Mono Araña Común, Mono Araña De Vientre Amarillo",EN,A2cd,3.1,2008,decreasing,N
41547,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Ateles,chamek,"(Humboldt, 1812)",,,,,"","Black-faced Black Spider Monkey, Peruvian Black Spider Monkey, Peruvian Spider Monkey, Chamek Spider Monkey",,"Macaco Aranha, Maquisapa, Marimono, Mono Araña",EN,A2cd,3.1,2008,decreasing,N
2279,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Ateles,geoffroyi,"Kuhl, 1820",,,,,Ateles fusciceps  ,"Geoffroy's Spider Monkey, Black-handed Spider Monkey, Central American Spider Monkey, Central American Spider Monkey, Black-headed Spider Monkey, Mono Colorado",Atèle De Geoffroy,"Mico, Mono Araña",EN,A2c,3.1,2008,decreasing,N
39961,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Ateles,hybridus,"I. Geoffroy, 1829",,,,,Ateles belzebuth subspecies brunneus,"Variegated Spider Monkey, Brown Spider Monkey",,Mono Araña,CR,A2cd+3cd,3.1,2008,decreasing,N
2282,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Ateles,marginatus,"(É. Geoffroy, 1809)",,,,,Ateles belzebuth subspecies marginatus,"White-cheeked Spider Monkey, White-whiskered Spider Monkey",,Macaco Aranha,EN,A2cd+3cd,3.1,2008,decreasing,N
2283,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Ateles,paniscus,"(Linnaeus, 1758)",,,,,"","Guiana Spider Monkey, Red-faced Black Spider Monkey, Red-faced Spider Monkey, Black Spider Monkey",Atèle Noir,"Macaco Aranha, Mono Araña, Mono Araña Negro",VU,A2cd,3.1,2008,decreasing,N
6924,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Atelocynus,microtis,"(Sclater, 1883)",,,,,"","Short-eared Dog, Small-eared Dog, Small-eared Zorro, Short-eared Fox",Renard à petites oreilles,"Perro de Monte, Perro de Orejas Cortas, Zorro Negro, Zorro Ojizarco",NT,,3.1,2011,decreasing,N
29417,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BATRACHYLIDAE,Atelognathus,ceii,"Basso, 1998",,,,,"",,,,DD,,3.1,2004,unknown,N
61801,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BATRACHYLIDAE,Atelognathus,jeinimenensis,"Meriggio, Veloso, Young & Núñez, 2004",,,,,"",,,,NT,,3.1,2006,stable,N
54495,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,carbonerensis,"Rivero, 1974",,,,,"","La Carbonera Stubfoot Toad, Venezuelan Yellow Frog",,Sapito Arlequin De La Carbonera,CR,A2ace; B2ab(v),3.1,2010,decreasing,N
54500,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,chrysocorallus,"La Marca, 1994",,,,,"",,,,CR,"A2ace; B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
54502,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,cruciger,"(Lichtenstein & Martens, 1856)",,,,,"","Veragua Stubfoot Toad, Rancho Grande Harlequin Frog",,Sapito Rayado,CR,A2ace,3.1,2004,decreasing,N
54529,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,mucubajiensis,"Rivero, 1974",,,,,"",Mucubaji Stubfoot Toad,,Sapito Arlequin De Mucubaji,CR,A2ace; B2ab(v),3.1,2010,decreasing,N
54535,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,oxyrhynchus,"Boulenger, 1903",,,,,"",Rednose Stubfoot Toad,,Sapito Arlequin De Merida,CR,A2ace,3.1,2010,decreasing,N
54542,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,pinangoi,Rivero 1982,,,,,"","Pinango Stubfoot Toad, Green And Red Venter Harlequin Toad",,Sapito Arlequin De Pinango,CR,"A2ac; B1ab(iii,v)",3.1,2004,decreasing,N
54554,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,sorianoi,"La Marca, 1983",,,,,"","Cloud Forest Stubfoot Toad, Scarlet Harlequin Toad",,Sapito Arlequin De Soriano,CR,"A2ace; B2ab(iii,v)",3.1,2010,decreasing,N
54555,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,spumarius,"Cope, 1871",,,,,"",Pebas Stubfoot Toad,,,VU,A3ce,3.1,2010,decreasing,N
54558,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,tamaense,"La Marca, García-Pèrez & Renjifo, 1990",,,,,Atelopus tamaensis  ,"Venezuela Stubfoot Toad, Tamá Harlequin Toad",,Sapito Arlequin De Tama,CR,A3ce,3.1,2004,decreasing,N
54561,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,vogli,"Müller, 1934",,,,,"",,,,EX,,3.1,2004,,N
22689353,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Athene,cunicularia,"(Molina, 1782)",,,,,Speotyto cunicularia cunicularia|Speotyto cunicularia cunicularia,Burrowing Owl,,,LC,,3.1,2012,decreasing,N
22689328,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Athene,noctua,"(Scopoli, 1769)",,,,,"",Little Owl,Chouette chevêche,,LC,,3.1,2012,stable,N
2353,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HYSTRICIDAE,Atherurus,africanus,"Gray, 1842",,,,,"",African Brush-tailed Porcupine,,,LC,,3.1,2008,unknown,N
2354,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HYSTRICIDAE,Atherurus,macrourus,"(Linnaeus, 1758)",,,,,Atherurus assamensis  |Atherurus macrourus subspecies assamensis|Hystrix macroura  |Hystrix macrourus  ,Asiatic Brush-tailed Porcupine,,,LC,,3.1,2016,decreasing,N
41590,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Atilax,paludinosus,"(G.[Baron] Cuvier, 1829)",,,,,"","Marsh Mongoose, Water Mongoose",Mangouste des marais,,LC,,3.1,2015,decreasing,N
22734026,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Atlapetes,albinucha,"(Lafresnaye & D'Orbigny, 1838)",,,,,"","White-naped Brush-finch, White-naped Brush Finch, White-naped Brush-Finch",,,LC,,3.1,2012,stable,N
22721455,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Atlapetes,albofrenatus,"(Boissonneau, 1840)",,,,,"","Moustached Brush-finch, Moustached Brush Finch, Moustached Brush-Finch",,,LC,,3.1,2012,stable,N
22721414,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Atlapetes,pallidinucha,"(Boissonneau, 1840)",,,,,"","Pale-naped Brush-finch, Pale-naped Brush Finch, Pale-naped Brush-Finch",,,LC,,3.1,2012,stable,N
22721504,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Atlapetes,personatus,"(Cabanis, 1848)",,,,,"","Tepui Brush-finch, Tepui Brush Finch, Tepui Brush-Finch",,,LC,,3.1,2012,stable,N
22721429,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Atlapetes,pileatus,"Wagler, 1831",,,,,"","Rufous-capped Brush-finch, Rufous-capped Brush Finch, Rufous-capped Brush-Finch",,,LC,,3.1,2012,stable,N
