Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
56309,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,hylaedactyla,"(Cope, 1868)",,,,,Adenomera hylaedactyla  |Leptodactylus diptyx  |Leptodactylus glandulosus  |Leptodactylus hololius  |Leptodactylus hylaedactyla  |Leptodactylus hylaedactylus|Leptodactylus melini  |Leptodactylus minutus  |Leptodactylus poeppigi  ,Napo Tropical Bullfrog,,,LC,,3.1,2010,stable,N
56311,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,marmorata,"Steindachner, 1867",,,,,Leptodactylus marmorata  |Leptodactylus marmoratus,,,,LC,,3.1,2010,stable,N
56312,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,martinezi,"(Bokermann, 1956)",,,,,Leptodactylus martinezi,,,,LC,,3.1,2004,stable,N
136001,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,nana,"(Müller, 1922)",,,,,Adenomera marmorata  |Leptodactylus nanus,,,,LC,,3.1,2008,unknown,N
136182,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,LEPTODACTYLIDAE,Adenomera,thomei,"(Almeida & Angulo, 2006)",,,,,Leptodactylus thomei,,,,LC,,3.1,2008,stable,N
22696634,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,clarkii,"(Lawrence, 1858)",,,,,"",Clark's Grebe,,,LC,,3.1,2012,decreasing,N
22696631,ANIMALIA,CHORDATA,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Aechmophorus,occidentalis,"(Lawrence, 1858)",,,,,"",Western Grebe,,,LC,,3.1,2012,decreasing,N
22712004,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,AEGITHALIDAE,Aegithalos,caudatus,"(Linnaeus, 1758)",,,,,"","Long-tailed Tit, Long-tailed Bushtit",,,LC,,3.1,2015,stable,N
22712012,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,AEGITHALIDAE,Aegithalos,concinnus,"(Gould, 1855)",,,,,"","Black-throated Tit, Black-throated Bushtit",,,LC,,3.1,2012,stable,N
22712024,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,AEGITHALIDAE,Aegithalos,fuliginosus,"(Verreaux, 1870)",,,,,"","White-necklaced Tit, Sooty Bushtit",,,LC,,3.1,2012,stable,N
22712020,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,AEGITHALIDAE,Aegithalos,iouschistos,"(Blyth, 1844)",,,,,"","Black-browed Tit, Rufous-fronted Bushtit",,,LC,,3.1,2012,stable,N
22707443,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,AEGITHINIDAE,Aegithina,lafresnayei,"(Hartlaub, 1844)",,,,,"",Great Iora,,,LC,,3.1,2012,unknown,N
22707433,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,AEGITHINIDAE,Aegithina,tiphia,"(Linnaeus, 1758)",,,,,"",Common Iora,,,LC,,3.1,2012,unknown,N
22689366,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Aegolius,acadicus,"(Gmelin, 1788)",,,,,"",Northern Saw-whet Owl,,,LC,,3.1,2012,decreasing,N
22689362,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Aegolius,funereus,"(Linnaeus, 1758)",,,,,"","Boreal Owl, Tengmalm's Owl",,,LC,,3.1,2015,stable,N
22689378,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Aegolius,harrisii,"(Cassin, 1849)",,,,,"",Buff-fronted Owl,,"Curucucú Barriga Amarilla, Carburé Acanelado, Lechucita Acanelada, Mochuelo Canela",LC,,3.1,2012,stable,N
22689371,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Aegolius,ridgwayi,"(Alfaro, 1905)",,,,,"","Unspotted Saw-whet Owl, Unspotted Saw-whet Owl",,Mochuelo Moreno,LC,,3.1,2012,stable,N
22689555,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,AEGOTHELIDAE,Aegotheles,cristatus,"(White, 1790)",,,,,"","Australian Owlet-nightjar, Australian Owlet-Nightjar",,,LC,,3.1,2012,stable,N
22695231,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Aegypius,monachus,"(Linnaeus, 1766)",,,,,"","Cinereous Vulture, Eurasian Black Vulture, Black Vulture",Vautour moine,Buitre Negro,NT,,3.1,2013,decreasing,N
548,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,lugens,"(Thomas, 1896)",,,,,"","Olive Montane Mouse, Mérida Aepeomys",,,LC,,3.1,2016,unknown,N
136484,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,reigi,"Ochoa G., Aguilera, Pacheco & Soriano, 2001",,,,,"","Reig's Aepeomys, Reig's Montane Mouse",,,VU,B1ab(iii),3.1,2008,decreasing,N
550,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Aepyceros,melampus,"(Lichtenstein, 1812)",,,,,"","Impala, Black-faced Impala, Common Impala",Impala,,LC,,3.1,2016,stable,N
40558,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Aepyprymnus,rufescens,"(Gray, 1837)",,,,,"","Rufous Bettong, Rufous Rat-kangaroo",Kangourou-rat Roussâtre,,LC,,3.1,2016,unknown,N
555,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeretes,melanopterus,"(Milne-Edwards, 1867)",,,,,Pteromys melanopterus,"Northern Chinese Flying Squirrel, North Chinese Flying Squirrel, Groove-toothed Flying Squirrel",,,NT,,3.1,2016,decreasing,N
60824542,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aerodramus,brevirostris,"(Horsfield, 1840)",,,,,Collocalia rogersi,Himalayan Swiftlet,,,LC,,3.1,2014,stable,N
60847684,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aerodramus,fuciphagus,"(Thunberg, 1812)",,,,,Collocalia germani,Edible-nest Swiftlet,,,LC,,3.1,2014,decreasing,N
22686534,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aerodramus,terraereginae,"(Ramsay, 1875)",,,,,"",Australian Swiftlet,,,LC,,3.1,2014,stable,N
22686739,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aeronautes,andecolus,"(d'Orbigny & Lafresnaye, 1837)",,,,,"",Andean Swift,,,LC,,3.1,2012,stable,N
22686736,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aeronautes,montivagus,"(d'Orbigny & Lafresnaye, 1837)",,,,,"",White-tipped Swift,,,LC,,3.1,2012,stable,N
22686733,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Aeronautes,saxatalis,"Woodhouse, 1853",,,,,"",White-throated Swift,,,LC,,3.1,2012,decreasing,N
22694915,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Aethia,cristatella,"(Pallas, 1769)",,,,,"",Crested Auklet,,,LC,,3.1,2012,decreasing,N
22694906,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Aethia,psittacula,"(Pallas, 1769)",,,,,Cyclorrhynchus psittacula psittacula|Cyclorrhynchus psittacula psittacula,Parakeet Auklet,,,LC,,3.1,2012,decreasing,N
22694921,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Aethia,pusilla,"(Pallas, 1811)",,,,,"",Least Auklet,,,LC,,3.1,2012,decreasing,N
22694918,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Aethia,pygmaea,"(Gmelin, 1789)",,,,,"",Whiskered Auklet,,,LC,,3.1,2012,decreasing,N
569,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,chrysophilus,"(de Winton, 1897)",,,,,"","Red Rock Rat, Red Veld Aethomys",,,LC,,3.1,2008,unknown,N
570,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,granti,"(Wroughton, 1908)",,,,,Micaelamys granti  ,"Grant's Rock Rat, Grant's Rock Mouse, Grant's Aethomys",,,LC,,3.1,2008,unknown,N
44990,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,ineptus,"(Thomas & Wroughton, 1908)",,,,,"","Tete Veld Aethomys, Tete Veld Rock Rat",,,LC,,3.1,2008,unknown,N
573,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,namaquensis,"(A. Smith, 1834)",,,,,Micaelamys namaquensis  ,"Namaqua Rock Rat, Namaqua Aethomys",,,LC,,3.1,2008,stable,N
22718087,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Aethopyga,christinae,"Swinhoe, 1869",,,,,"",Fork-tailed Sunbird,,,LC,,3.1,2012,decreasing,N
22718077,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Aethopyga,gouldiae,"(Vigors, 1831)",,,,,"","Gould's Sunbird, Mrs. Gould's Sunbird",,,LC,,3.1,2012,stable,N
22718100,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Aethopyga,ignicauda,"(Hodgson, 1837)",,,,,"",Fire-tailed Sunbird,,,LC,,3.1,2012,stable,N
22718081,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Aethopyga,nipalensis,"(Hodgson, 1837)",,,,,"",Green-tailed Sunbird,,,LC,,3.1,2012,stable,N
22718090,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Aethopyga,saturata,"(Hodgson, 1836)",,,,,"",Black-throated Sunbird,,,LC,,3.1,2012,stable,N
22718093,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,NECTARINIIDAE,Aethopyga,siparaja,"(Raffles, 1822)",,,,,"",Crimson Sunbird,,,LC,,3.1,2012,stable,N
596,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,aureus,"Pickersgill, 1984",,,,,"",Golden Banana Frog,,,LC,,3.1,2013,unknown,N
56059,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,delicatus,"Pickersgill, 1984",,,,,"",Pickersgill's Banana Frog,,,LC,,3.1,2013,unknown,N
56060,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,dorsalis,"(Peters, 1875)",,,,,Hyperolius dorsalis  ,"Brown Banana Frog, Cameroon Banana Frog, Striped Spiny Reed Frog",,,LC,,3.1,2013,increasing,N
56063,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,fornasini,"(Bianconi, 1849)",,,,,"",,,,LC,,3.1,2013,unknown,N
56064,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,fulvovittatus,"(Cope, 1860)",,,,,Afrixalus vittiger  |Hyperolius brevipalmatus  |Hyperolius leptosomus  ,Banded Banana Frog,,,LC,,3.1,2013,unknown,N
56065,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,knysnae,"(Loveridge, 1954)",,,,,Afrixalus brachycnemis knysnae|Hyperolius knysnae,"Knysna Leaf-folding Frog, Knysna Banana Frog, Knysna Spiny Reed Frog",,,EN,"B1ab(ii,iii,iv,v)",3.1,2010,unknown,N
56071,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,nigeriensis,"Schiøtz, 1963",,,,,Afrixalus  congicus nigeriensis  ,Nigeria Banana Frog,,,NT,,3.1,2009,stable,N
56078,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,spinifrons,"(Cope, 1862)",,,,,<i>Hyperolius spinifrons</i>|<i>Megalixalus fornasinii spinifrons</i>|<i>Megalixalus spinifrons</i>,"Natal Leaf-folding Frog, Intermediate Spiny Reed Frog, Natal Banana Frog, Natal Spiny Reed Frog",,,NT,,3.1,2010,unknown,N
56083,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,vibekensis,"Schiøtz, 1967",,,,,Afrixalus laevis vibekensi  |Afrixalus vibekae  ,Nimba Banana Frog,,,NT,,3.1,2004,decreasing,N
56084,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,vittiger,"(Peters, 1876)",,,,,Hyperolius vittiger  ,"Savanna Banana Frog, Spiny Reed Frog",,,LC,,3.1,2013,unknown,N
56085,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,weidholzi,"(Mertens, 1938)",,,,,Megalixalus weidholzi  ,Weidholz's Banana Frog,,,LC,,3.1,2013,unknown,N
22691975,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Afrotis,afra,"(Linnaeus, 1766)",,,,,Eupodotis afra,Southern Black Bustard,,,VU,A4bc,3.1,2013,decreasing,N
22691970,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Afrotis,afraoides,"(Smith, 1831)",,,,,Eupodotis afraoides,Northern Black Bustard,,,LC,,3.1,2012,stable,N
55703,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Agalychnis,aspera,"(Peters, 1873)",,,,,Hylomantis aspera,,,,LC,,3.1,2010,stable,N
55290,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Agalychnis,callidryas,"(Cope, 1862)",,,,,Agalychnis callidryas subspecies taylori|Agalychnis helenae  |Agalychnis  callidryas subspecies callidryas |Hyla  callidryas |Phyllomedusa  callidryas|Phyllomedusa  helenae,"Red-eyed Treefrog, Red-eyed Leaf frog",,Rana Arborícola,LC,,3.1,2008,decreasing,N
55813,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Agalychnis,dacnicolor,"(Cope, 1864)",,,,,Pachymedusa dacnicolor|Phyllomedusa dacnicolor,"Mexican Giant Tree Frog, Mexican Leaf Frog",,,LC,,3.1,2010,stable,N
55704,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Agalychnis,granulosa,"(Cruz, 1989)",,,,,Hylomantis granulosa|Phyllomedusa granulosa,,,,LC,,3.1,2004,decreasing,N
55856,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Agalychnis,medinae,"(Funkhouser, 1962)",,,,,Hylomantis medinae|Hylomantis medinai|Phyllomedusa medinae,,,Rana Lemur de Henri Pittier,DD,,3.1,2010,unknown,N
55293,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Agalychnis,moreletii,"(Duméril, 1853)",,,,,Agalychnis holochlora|Hyla holochlora|Hyla moreletii|Phyllomedusa moreletii,"Black-eyed Leaf Frog, Morelet's Treefrog",Rainette arboricole de Morelet,"Escuerzo, Rana de ojos negros, Rana Maki, Rana Morelet",CR,A3e,3.1,2004,decreasing,N
22697200,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Agamia,agami,"(Gmelin, 1789)",,,,,"",Agami Heron,,,VU,A3c,3.1,2012,unknown,N
22685330,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Agapornis,pullarius,"(Linnaeus, 1758)",,,,,"",Red-headed Lovebird,Inséparable à tête rouge,,LC,,3.1,2012,decreasing,N
22685342,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Agapornis,roseicollis,"(Vieillot, 1818)",,,,,"",Rosy-faced Lovebird,Inséparable rosegorge,,LC,,3.1,2012,decreasing,N
22685338,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Agapornis,swindernianus,"(Kuhl, 1820)",,,,,"",Black-collared Lovebird,Inséparable à collier noir,,LC,,3.1,2012,stable,N
22724335,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelaioides,badius,"(Vieillot, 1819)",,,,,Molothrus badius |Molothrus badius |Molothrus badius ,"Bay-winged Cowbird, Baywing",,,LC,,3.1,2012,stable,N
22724206,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelaius,humeralis,"(Vigors, 1827)",,,,,"",Tawny-shouldered Blackbird,,,LC,,3.1,2012,stable,N
22724191,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelaius,phoeniceus,"(Linnaeus, 1766)",,,,,"",Red-winged Blackbird,,,LC,,3.1,2012,decreasing,N
22724196,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelaius,tricolor,"(Audubon, 1837)",,,,,"","Tricoloured Blackbird, Tricolored Blackbird",,,EN,A2bc+3bc+4bc,3.1,2012,decreasing,N
22679545,ANIMALIA,CHORDATA,AVES,GALLIFORMES,NUMIDIDAE,Agelastes,meleagrides,"Bonaparte, 1850",,,,,"",White-breasted Guineafowl,Pintade à poitrine blanche,"Pintado de Pecho Blanco, Pintado Pechiblanca",VU,A2cd+3cd+4cd,3.1,2012,decreasing,N
22724184,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelasticus,cyanopus,"Vieillot, 1819",,,,,Agelaius cyanopus |Agelaius cyanopus |Agelaius cyanopus ,"Unicoloured Blackbird, Unicolored Blackbird",,,LC,,3.1,2012,stable,N
22724178,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelasticus,thilius,"(Molina, 1782)",,,,,Agelaius thilius |Agelaius thilius |Agelaius thilius ,Yellow-winged Blackbird,,,LC,,3.1,2012,stable,N
22733891,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaiocercus,berlepschi,"(E. Hartert, 1898)",,,,,"",Venezuelan Sylph,,,EN,"B1ab(ii,iii,v)",3.1,2012,decreasing,N
22733886,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Aglaiocercus,kingii,"(Hartert, 1898)",,,,,Aglaiocercus kingi,Long-tailed Sylph,,,LC,,3.1,2012,decreasing,N
22700081,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,albicauda,"Sclater, 1860",,,,,Agriornis andicola |Agriornis andicola |Agriornis andicola |Agriornis andicola |Agriornis andicola |Agriornis andicola albicauda,"White-tailed Shrike-tyrant, White-tailed Shrike-Tyrant",,,VU,C2a(i),3.1,2012,decreasing,N
22700095,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,lividus,"(Kittlitz, 1835)",,,,,Agriornis livida |Agriornis livida |Agriornis livida ,"Great Shrike-tyrant, Great Shrike-Tyrant",,,LC,,3.1,2012,stable,N
22700104,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,micropterus,"Gould, 1839",,,,,Agriornis microptera |Agriornis microptera |Agriornis microptera ,"Grey-bellied Shrike-tyrant, Gray-bellied Shrike-Tyrant, Grey-bellied Shrike-Tyrant",,,LC,,3.1,2012,stable,N
22700072,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TYRANNIDAE,Agriornis,montanus,"(D'Orbigny & Lafresnaye, 1837)",,,,,Agriornis montana |Agriornis montana |Agriornis montana ,"Black-billed Shrike-tyrant, Black-billed Shrike-Tyrant",,,LC,,3.1,2012,stable,N
22703624,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,crassirostris,"(Paykull, 1815)",,,,,"",Green Catbird,,,LC,,3.1,2012,decreasing,N
22703621,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,melanotis,"(Gray, 1858)",,,,,"",Spotted Catbird,,,LC,,3.1,2012,stable,N
712,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ailuropoda,melanoleuca,"(David, 1869)",,,,,Ursus melanoleucus,Giant Panda,Panda géant,Panda Gigante,VU,C2a(i); D1,3.1,2016,increasing,N
714,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,fulgens,"F.G. Cuvier, 1825",,,,,Ailurus styani,"Red Panda, Lesser Panda, Red Cat-bear","Panda roux, Panda éclatant, Petit panda","Panda Chico, Panda Rojo",EN,A2cde+3cde+4cde,3.1,2015,decreasing,N
22721291,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Aimophila,notosticta,"(Sclater & Salvin, 1868)",,,,,"",Oaxaca Sparrow,,,LC,,3.1,2013,decreasing,N
22721294,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Aimophila,rufescens,"(Swainson, 1827)",,,,,"",Rusty Sparrow,,,LC,,3.1,2012,stable,N
22721288,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,EMBERIZIDAE,Aimophila,ruficeps,"(Cassin, 1852)",,,,,"",Rufous-crowned Sparrow,,,LC,,3.1,2012,decreasing,N
22680107,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aix,galericulata,"(Linnaeus, 1758)",,,,,"","Mandarin Duck, Mandarin",,,LC,,3.1,2012,decreasing,N
22680104,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Aix,sponsa,"(Linnaeus, 1758)",,,,,"",Wood Duck,,,LC,,3.1,2012,increasing,N
725,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,albiventer,"Thomas, 1897",,,,,"","White-bellied Grass Mouse, White-bellied Akodont",,,LC,,3.1,2008,stable,N
726,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,azarae,"(Fischer, 1829)",,,,,"","Azara's Grass Mouse, Azara's Akodont",,,LC,,3.1,2008,stable,N
730,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,cursor,"(Winge, 1887)",,,,,"","Cursor Grass Mouse, Cusorial Akodont",,,LC,,3.1,2008,unknown,N
736,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,iniscatus,"Thomas, 1919",,,,,"","Intelligent Grass Mouse, Patagonian Akodont",,,LC,,3.1,2008,stable,N
742,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,lindberghi,"Hershkovitz, 1990",,,,,"","Lindbergh's Grass Mouse, Lindbergh's Akodont",,,DD,,3.1,2008,unknown,N
136197,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,montensis,"Thomas, 1913",,,,,"","Montane Akodont, Montane Grass Mouse",,,LC,,3.1,2008,decreasing,N
136260,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,mystax,"Hershkovitz, 1998",,,,,"","Caparaó Akodont, Caparaó Grass Mouse",,,DD,,3.1,2008,decreasing,N
136483,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,paranaensis,"Christoff, Fagundes, Sbalqueiro, Mattevi & Yonenaga-Yassuda, 2000",,,,,"","Paraná Akodont, Paraná Grass Mouse",,,LC,,3.1,2008,unknown,N
136693,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,reigi,"González, Langguth & Oliveira, 1998",,,,,"","Reig's Akodont, Reig's Grass Mouse",,,LC,,3.1,2008,stable,N
755,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,sanctipaulensis,"Hershkovitz, 1990",,,,,"","Sao Paulo Grass Mouse, São Paulo Akodont",,,DD,,3.1,2008,unknown,N
756,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,serrensis,"Thomas, 1902",,,,,"","Serrado Do Mar Grass Mouse, Serrado Mar Akodont, Serrado Mar Grass Mouse",,,LC,,3.1,2008,unknown,N
22717262,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Alaemon,alaudipes,"(Desfontaines, 1789)",,,,,"","Greater Hoopoe-lark, Hoopoe Lark, Greater Hoopoe-Lark, Greater Hoopoe Lark, Hoopoe-Lark",Sirli du désert,,LC,,3.1,2012,decreasing,N
22717415,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Alauda,arvensis,"Linnaeus, 1758",,,,,"","Eurasian Skylark, Sky Lark, Skylark",Alouette des champs,,LC,,3.1,2012,decreasing,N
22717424,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Alauda,gulgula,"Franklin, 1831",,,,,"","Oriental Skylark, Small Skylark",,,LC,,3.1,2012,decreasing,N
22717421,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Alauda,japonica,"Temminck & Schlegel, 1848",,,,,"",Japanese Skylark,,,LC,,3.1,2012,stable,N
22694852,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Alca,torda,"Linnaeus, 1758",,,,,"",Razorbill,Petit Pingouin,,NT,,3.1,2015,decreasing,N
22683027,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Alcedo,atthis,"(Linnaeus, 1758)",,,,,"","Common Kingfisher, Kingfisher, European Kingfisher",Martin-pêcheur d'Europe,,LC,,3.1,2012,unknown,N
22683024,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Alcedo,hercules,"Laubmann, 1917",,,,,"",Blyth's Kingfisher,,,NT,,3.1,2012,decreasing,N
22683042,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Alcedo,meninting,"Horsfield, 1821",,,,,"",Blue-eared Kingfisher,,,LC,,3.1,2012,decreasing,N
22683037,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Alcedo,quadribrachys,"Bonaparte, 1850",,,,,"","Shining-blue Kingfisher, Shining-blue Kingfisher",Martin-pêcheur azuré,,LC,,3.1,2012,stable,N
22683033,ANIMALIA,CHORDATA,AVES,CORACIIFORMES,ALCEDINIDAE,Alcedo,semitorquata,"Swainson, 1823",,,,,"",Half-collared Kingfisher,Martin-pêcheur à demi-collier,,LC,,3.1,2012,decreasing,N
811,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,buselaphus,"(Pallas, 1766)",,,,,"",Hartebeest,Bubale,,LC,,3.1,2016,decreasing,N
56003281,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Alces,alces,"(Linnaeus, 1758)",,,,,Cervus alces,"Moose, Elk, Eurasian Moose, European Elk, Eurasian Elk, Siberian Elk",Élan,Alce,LC,,3.1,2016,increasing,N
22716624,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Alcippe,brunnea,"Gould, 1863",,,,,"",Dusky Fulvetta,,,LC,,3.1,2012,decreasing,N
